"id","basket_value","date","day","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10","Item_11","Item_12","Item_13","Item_14","Item_15","Item_16","Item_17","Item_18","Item_19","Item_20","Item_21","Item_22","Item_23","Item_24","Item_25","Item_26","Item_27","Item_28","Item_29","Item_30","Item_31","Item_32"
110,2.1,"6/7/2023","Wednesday","tropical fruit","pip fruit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
221,6.6,"7/31/2023","Monday","sausage","soda","newspapers","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1510,2.2,"6/3/2023","Saturday","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4301,4.1,"6/20/2023","Tuesday","whole milk","yogurt","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6271,4.1,"6/27/2023","Tuesday","whole milk","yogurt","mustard","bottled water","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4725,1.3,"7/24/2023","Monday","liver loaf","chicken","other vegetables","frozen vegetables","margarine","detergent","softener","","","","","","","","","","","","","","","","","","","","","","","","",""
5869,1.7,"5/22/2023","Monday","soda","bottled beer","liquor","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5849,5.3,"5/22/2023","Monday","whole milk","frozen vegetables","pastry","cleaner","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8675,4.1,"5/24/2023","Wednesday","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8776,2.7,"5/29/2023","Monday","frankfurter","chicken","citrus fruit","root vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8499,1.7,"5/28/2023","Sunday","soda","canned beer","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5454,2.2,"5/25/2023","Thursday","beef","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3892,3.5,"6/24/2023","Saturday","beef","other vegetables","rolls/buns","bottled beer","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7144,7.9,"7/15/2023","Saturday","onions","other vegetables","yogurt","whipped/sour cream","UHT-milk","sugar","","","","","","","","","","","","","","","","","","","","","","","","","",""
4053,2.5,"5/22/2023","Monday","other vegetables","whole milk","bottled beer","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2968,1.2,"7/27/2023","Thursday","whole milk","dessert","butter milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3135,2.9,"6/29/2023","Thursday","whole milk","dessert","soda","bottled beer","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5717,3.1,"","Tuesday","specialty chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1713,14.8,"5/18/2023","Thursday","sausage","whole milk","yogurt","pastry","pudding powder","bottled water","soda","bottled beer","canned beer","male cosmetics","flower (seeds)","","","","","","","","","","","","","","","","","","","","",""
2545,1.2,"7/27/2023","Thursday","whole milk","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1459,3.6,"6/26/2023","Monday","rolls/buns","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5281,9.8,"7/23/2023","Sunday","tropical fruit","pip fruit","whole milk","cream cheese ","frozen vegetables","ice cream","bottled water","shopping bags","","","","","","","","","","","","","","","","","","","","","","","",""
6580,5.5,"6/8/2023","Thursday","citrus fruit","whole milk","yogurt","white bread","sugar","soda","napkins","shopping bags","","","","","","","","","","","","","","","","","","","","","","","",""
6674,5.5,"5/22/2023","Monday","brown bread","pastry","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4522,9.8,"7/29/2023","Saturday","pork","onions","other vegetables","whole milk","curd","butter milk","whipped/sour cream","rolls/buns","liquor (appetizer)","salty snack","waffles","newspapers","","","","","","","","","","","","","","","","","","","",""
8904,3.2,"6/19/2023","Monday","yogurt","pickled vegetables","soda","fruit/vegetable juice","bottled beer","salty snack","","","","","","","","","","","","","","","","","","","","","","","","","",""
777,2.5,"6/10/2023","Saturday","ham","turkey","beef","other vegetables","whole milk","pot plants","","","","","","","","","","","","","","","","","","","","","","","","","",""
6916,4.7,"6/22/2023","Thursday","beef","root vegetables","herbs","frozen vegetables","fruit/vegetable juice","specialty chocolate","","","","","","","","","","","","","","","","","","","","","","","","","",""
985,1.2,"7/26/2023","Wednesday","frankfurter","whole milk","coffee","detergent","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8016,4.4,"6/14/2023","Wednesday","grapes","root vegetables","other vegetables","yogurt","white bread","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8472,3.7,"6/15/2023","Thursday","yogurt","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4746,11.5,"7/9/2023","Sunday","frankfurter","sausage","berries","butter","yogurt","whipped/sour cream","cream cheese ","domestic eggs","margarine","shopping bags","","","","","","","","","","","","","","","","","","","","","",""
9351,3.2,"7/6/2023","Thursday","yogurt","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1124,7.8,"7/6/2023","Thursday","meat","other vegetables","packaged fruit/vegetables","cream cheese ","margarine","bottled water","salty snack","","","","","","","","","","","","","","","","","","","","","","","","",""
5209,1.2,"7/28/2023","Friday","whole milk","brown bread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5868,2.5,"5/30/2023","Tuesday","other vegetables","whole milk","brown bread","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2519,5.4,"5/23/2023","Tuesday","yogurt","spread cheese","rolls/buns","soda","canned beer","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","",""
5888,4.1,"6/19/2023","Monday","root vegetables","onions","other vegetables","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1718,13.6,"7/29/2023","Saturday","beef","citrus fruit","tropical fruit","pip fruit","dessert","cream cheese ","rolls/buns","chocolate","","","","","","","","","","","","","","","","","","","","","","","",""
5389,7.8,"7/28/2023","Friday","root vegetables","UHT-milk","domestic eggs","pasta","margarine","soups","cat food","coffee","bottled water","soda","misc. beverages","sparkling wine","specialty chocolate","specialty bar","seasonal products","female sanitary products","newspapers","","","","","","","","","","","","","","",""
4415,5,"6/24/2023","Saturday","hamburger meat","citrus fruit","herbs","other vegetables","whole milk","butter","domestic eggs","pasta","Instant food products","canned fruit","pickled vegetables","bottled water","misc. beverages","bottled beer","hygiene articles","","","","","","","","","","","","","","","","",""
5896,1.3,"7/24/2023","Monday","other vegetables","frozen meals","domestic eggs","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7113,1.7,"6/5/2023","Monday","chicken","herbs","curd","oil","soda","canned beer","napkins","","","","","","","","","","","","","","","","","","","","","","","","",""
2226,1.2,"7/26/2023","Wednesday","whole milk","hard cheese","coffee","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1617,1.2,"7/26/2023","Wednesday","whole milk","coffee","female sanitary products","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2742,1.2,"7/27/2023","Thursday","whole milk","frozen dessert","margarine","snack products","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9299,4.1,"5/25/2023","Thursday","hamburger meat","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4236,11.9,"7/9/2023","Sunday","sausage","citrus fruit","root vegetables","whole milk","waffles","chocolate marshmallow","","","","","","","","","","","","","","","","","","","","","","","","","",""
9761,6.5,"7/25/2023","Tuesday","beef","whole milk","rolls/buns","canned vegetables","fruit/vegetable juice","waffles","chocolate","newspapers","","","","","","","","","","","","","","","","","","","","","","","",""
2758,6.8,"7/30/2023","Sunday","pork","yogurt","beverages","frozen vegetables","frozen meals","rolls/buns","potato products","bottled beer","chocolate marshmallow","kitchen towels","","","","","","","","","","","","","","","","","","","","","",""
2147,1.7,"5/23/2023","Tuesday","curd","tidbits","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7424,3.6,"6/20/2023","Tuesday","rolls/buns","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4215,3.6,"6/12/2023","Monday","tropical fruit","dessert","yogurt","syrup","hygiene articles","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6619,3.1,"6/21/2023","Wednesday","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6831,2.2,"5/19/2023","Friday","rolls/buns","margarine","tea","bottled beer","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2749,2.2,"5/25/2023","Thursday","frankfurter","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5028,3.5,"6/30/2023","Friday","pip fruit","other vegetables","butter milk","hard cheese","rolls/buns","seasonal products","napkins","","","","","","","","","","","","","","","","","","","","","","","","",""
7979,5.1,"6/9/2023","Friday","root vegetables","other vegetables","packaged fruit/vegetables","rolls/buns","canned beer","red/blush wine","","","","","","","","","","","","","","","","","","","","","","","","","",""
284,3.2,"6/28/2023","Wednesday","citrus fruit","tropical fruit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1664,1.2,"7/26/2023","Wednesday","whole milk","canned beer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2561,19.5,"5/19/2023","Friday","sausage","citrus fruit","pip fruit","whole milk","cream cheese ","tidbits","domestic eggs","pastry","sugar","fruit/vegetable juice","chocolate","chocolate marshmallow","","","","","","","","","","","","","","","","","","","",""
7019,5.1,"5/23/2023","Tuesday","whipped/sour cream","napkins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2197,8.6,"7/9/2023","Sunday","meat","pork","tropical fruit","whole milk","curd","rolls/buns","cat food","bottled water","soda","","","","","","","","","","","","","","","","","","","","","","",""
5220,3.4,"6/21/2023","Wednesday","chicken","tropical fruit","pip fruit","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6160,5.3,"6/9/2023","Friday","rolls/buns","specialty chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9612,9.1,"5/25/2023","Thursday","root vegetables","whole milk","curd","rolls/buns","pastry","pasta","napkins","","","","","","","","","","","","","","","","","","","","","","","","",""
8462,4.6,"6/19/2023","Monday","finished products","pip fruit","yogurt","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5296,5.6,"6/3/2023","Saturday","pork","other vegetables","whole milk","frozen vegetables","brown bread","roll products ","canned vegetables","sparkling wine","chocolate","dental care","","","","","","","","","","","","","","","","","","","","","",""
2875,1.2,"7/27/2023","Thursday","whole milk","frozen meals","pasta","candy","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3694,4.8,"6/14/2023","Wednesday","tropical fruit","whole milk","yogurt","beverages","brown bread","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","",""
2929,1.7,"6/2/2023","Friday","soda","bottled beer","liquor","red/blush wine","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2539,1.4,"7/21/2023","Friday","bottled water","white wine","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4643,12.4,"5/21/2023","Sunday","citrus fruit","tropical fruit","pip fruit","grapes","root vegetables","other vegetables","rolls/buns","pastry","jam","cat food","","","","","","","","","","","","","","","","","","","","","",""
312,5.2,"5/17/2023","Wednesday","pork","citrus fruit","brown bread","pastry","sugar","cat food","","","","","","","","","","","","","","","","","","","","","","","","","",""
2577,4.5,"6/20/2023","Tuesday","frankfurter","root vegetables","whole milk","frozen vegetables","coffee","soda","long life bakery product","napkins","house keeping products","newspapers","shopping bags","","","","","","","","","","","","","","","","","","","","",""
8613,7.1,"7/13/2023","Thursday","sausage","rolls/buns","bottled beer","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
211,4.6,"6/20/2023","Tuesday","butter","yogurt","bottled water","soda","make up remover","hygiene articles","","","","","","","","","","","","","","","","","","","","","","","","","",""
4123,1.4,"7/22/2023","Saturday","finished products","bottled water","specialty bar","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2014,2.4,"6/8/2023","Thursday","citrus fruit","other vegetables","frozen meals","rice","canned beer","salty snack","","","","","","","","","","","","","","","","","","","","","","","","","",""
7532,1.2,"7/29/2023","Saturday","whole milk","butter","curd","rubbing alcohol","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4616,8.4,"7/8/2023","Saturday","pork","tropical fruit","pip fruit","whole milk","whipped/sour cream","detergent","softener","napkins","shopping bags","","","","","","","","","","","","","","","","","","","","","","",""
3036,7.6,"7/27/2023","Thursday","sausage","ham","grapes","other vegetables","bottled water","misc. beverages","brandy","shopping bags","","","","","","","","","","","","","","","","","","","","","","","",""
8754,3.9,"7/1/2023","Saturday","rolls/buns","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
806,4.9,"6/13/2023","Tuesday","frankfurter","sausage","frozen fish","margarine","specialty bar","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4231,16.6,"5/20/2023","Saturday","sausage","finished products","hamburger meat","citrus fruit","tropical fruit","pip fruit","other vegetables","butter","UHT-milk","specialty cheese","pastry","roll products ","pasta","organic products","baking powder","canned vegetables","cat food","chewing gum","chocolate","pot plants","flower (seeds)","","","","","","","","","","",""
9704,1.2,"7/30/2023","Sunday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9417,3.2,"6/26/2023","Monday","dessert","yogurt","frozen vegetables","soda","misc. beverages","white wine","prosecco","long life bakery product","waffles","cleaner","toilet cleaner","dental care","napkins","newspapers","","","","","","","","","","","","","","","","","",""
2022,10.9,"7/9/2023","Sunday","whole milk","yogurt","cream cheese ","oil","pickled vegetables","cat food","misc. beverages","long life bakery product","chocolate","specialty bar","dishes","","","","","","","","","","","","","","","","","","","","",""
4232,9.1,"5/20/2023","Saturday","citrus fruit","other vegetables","whole milk","butter","pastry","oil","bottled water","bottled beer","detergent","","","","","","","","","","","","","","","","","","","","","","",""
257,1.7,"6/4/2023","Sunday","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7386,1.7,"5/17/2023","Wednesday","soda","specialty bar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2922,2.1,"6/3/2023","Saturday","tropical fruit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9829,8.8,"7/13/2023","Thursday","sausage","butter","rolls/buns","pickled vegetables","soda","fruit/vegetable juice","waffles","","","","","","","","","","","","","","","","","","","","","","","","",""
3246,5.3,"5/20/2023","Saturday","whole milk","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7588,2.2,"5/24/2023","Wednesday","rolls/buns","brown bread","specialty bar","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
115,1.1,"7/30/2023","Sunday","citrus fruit","berries","UHT-milk","processed cheese","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6846,3.1,"6/30/2023","Friday","grapes","berries","butter","frozen vegetables","bottled water","soda","cling film/bags","","","","","","","","","","","","","","","","","","","","","","","","",""
821,4.1,"6/14/2023","Wednesday","beef","root vegetables","other vegetables","whole milk","butter","soft cheese","hard cheese","domestic eggs","pasta","coffee","candles","","","","","","","","","","","","","","","","","","","","",""
5537,6.4,"7/13/2023","Thursday","tropical fruit","whole milk","sauces","sweet spreads","chocolate","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","",""
8145,1.2,"7/29/2023","Saturday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8607,12.8,"5/24/2023","Wednesday","whipped/sour cream","rolls/buns","pastry","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2446,4.5,"7/4/2023","Tuesday","bottled water","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
105,1.7,"5/31/2023","Wednesday","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3303,5.3,"5/20/2023","Saturday","whole milk","pastry","vinegar","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4257,7.9,"7/10/2023","Monday","chicken","beef","root vegetables","whole milk","curd","whipped/sour cream","flour","oil","sugar","salty snack","","","","","","","","","","","","","","","","","","","","","",""
9098,4.9,"7/2/2023","Sunday","sausage","pip fruit","UHT-milk","soups","sauces","cat food","newspapers","","","","","","","","","","","","","","","","","","","","","","","","",""
4529,2.9,"6/13/2023","Tuesday","meat","root vegetables","other vegetables","fruit/vegetable juice","white wine","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1615,7.7,"5/18/2023","Thursday","turkey","tropical fruit","yogurt","UHT-milk","brown bread","pastry","","","","","","","","","","","","","","","","","","","","","","","","","",""
8810,1.7,"5/29/2023","Monday","soda","white wine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
337,2.8,"7/5/2023","Wednesday","citrus fruit","pip fruit","beverages","hard cheese","pet care","soda","fruit/vegetable juice","waffles","","","","","","","","","","","","","","","","","","","","","","","",""
5859,1.4,"7/22/2023","Saturday","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6673,4.4,"6/24/2023","Saturday","frankfurter","citrus fruit","tropical fruit","whole milk","white bread","chewing gum","","","","","","","","","","","","","","","","","","","","","","","","","",""
1961,5.1,"6/20/2023","Tuesday","ice cream","sugar","napkins","dishes","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8088,4.9,"6/29/2023","Thursday","sausage","meat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2903,1.6,"6/8/2023","Thursday","frankfurter","root vegetables","bottled beer","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7389,2.1,"5/21/2023","Sunday","frankfurter","pork","tropical fruit","dessert","pickled vegetables","salty snack","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","",""
3701,1.5,"6/3/2023","Saturday","curd","dessert","yogurt","white bread","long life bakery product","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","",""
6134,1.5,"5/20/2023","Saturday","yogurt","sliced cheese","frozen meals","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2372,1.2,"7/26/2023","Wednesday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8656,1.3,"7/25/2023","Tuesday","pork","other vegetables","sliced cheese","white bread","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5858,8.6,"7/8/2023","Saturday","sausage","packaged fruit/vegetables","yogurt","rolls/buns","seasonal products","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6104,4.8,"6/26/2023","Monday","ham","whole milk","rolls/buns","bottled water","white wine","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2664,10.2,"7/16/2023","Sunday","sausage","butter milk","rolls/buns","bottled water","soda","canned beer","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","",""
3013,1.3,"7/24/2023","Monday","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8839,1.2,"7/29/2023","Saturday","frankfurter","meat","hamburger meat","berries","whole milk","butter","pasta","honey","coffee","fruit/vegetable juice","napkins","","","","","","","","","","","","","","","","","","","","",""
9727,4.7,"7/4/2023","Tuesday","tropical fruit","whole milk","butter","bottled water","hygiene articles","napkins","","","","","","","","","","","","","","","","","","","","","","","","","",""
7529,6.6,"7/17/2023","Monday","sausage","finished products","semi-finished bread","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4959,9.9,"5/21/2023","Sunday","whole milk","dessert","butter milk","yogurt","pastry","margarine","bottled water","soda","","","","","","","","","","","","","","","","","","","","","","","",""
2674,1.3,"7/23/2023","Sunday","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
390,1.2,"7/26/2023","Wednesday","onions","whole milk","beverages","frozen dessert","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4532,1.7,"5/29/2023","Monday","soda","detergent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
512,5.1,"6/30/2023","Friday","tropical fruit","root vegetables","coffee","bottled water","red/blush wine","candy","house keeping products","shopping bags","","","","","","","","","","","","","","","","","","","","","","","",""
9394,11.4,"7/23/2023","Sunday","yogurt","ice cream","soda","long life bakery product","specialty chocolate","napkins","","","","","","","","","","","","","","","","","","","","","","","","","",""
2367,2.2,"6/8/2023","Thursday","ham","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
5185,4.3,"6/28/2023","Wednesday","tropical fruit","pip fruit","processed cheese","rolls/buns","misc. beverages","fruit/vegetable juice","candy","","","","","","","","","","","","","","","","","","","","","","","","",""
7148,1.2,"7/29/2023","Saturday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7443,5.5,"5/27/2023","Saturday","tropical fruit","whole milk","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2418,2.9,"6/20/2023","Tuesday","root vegetables","other vegetables","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
699,3.4,"7/3/2023","Monday","frankfurter","pip fruit","whole milk","rolls/buns","roll products ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
72,4.3,"6/12/2023","Monday","whole milk","butter","margarine","specialty fat","specialty chocolate","candles","flower (seeds)","","","","","","","","","","","","","","","","","","","","","","","","",""
4693,8.7,"7/21/2023","Friday","sausage","hamburger meat","citrus fruit","whole milk","yogurt","white bread","","","","","","","","","","","","","","","","","","","","","","","","","",""
1461,3.9,"6/14/2023","Wednesday","hard cheese","rolls/buns","soda","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7135,11.7,"7/11/2023","Tuesday","root vegetables","other vegetables","yogurt","cream cheese ","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1064,12.4,"7/28/2023","Friday","pork","hamburger meat","pip fruit","grapes","root vegetables","other vegetables","whole milk","yogurt","cream cheese ","frozen dessert","sugar","meat spreads","soda","fruit/vegetable juice","","","","","","","","","","","","","","","","","",""
6108,1.7,"6/1/2023","Thursday","coffee","soda","canned beer","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3396,8,"7/30/2023","Sunday","pork","root vegetables","other vegetables","dessert","condensed milk","hard cheese","specialty cheese","frozen vegetables","ice cream","pickled vegetables","canned fish","cat food","salty snack","nut snack","waffles","seasonal products","","","","","","","","","","","","","","","",""
1854,4,"6/28/2023","Wednesday","pork","pip fruit","other vegetables","whole milk","yogurt","frozen fish","flour","sugar","baking powder","long life bakery product","chewing gum","","","","","","","","","","","","","","","","","","","","",""
2315,6.3,"7/19/2023","Wednesday","whole milk","yogurt","rolls/buns","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
102,14.1,"5/17/2023","Wednesday","sausage","pork","grapes","whole milk","rolls/buns","pastry","soda","specialty bar","bathroom cleaner","","","","","","","","","","","","","","","","","","","","","","",""
4064,15.3,"7/12/2023","Wednesday","sausage","citrus fruit","other vegetables","yogurt","whipped/sour cream","frozen meals","pasta","coffee","bottled water","shopping bags","","","","","","","","","","","","","","","","","","","","","",""
4869,7.1,"7/20/2023","Thursday","sausage","beverages","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6767,3.1,"6/30/2023","Friday","bottled water","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7069,14.7,"7/30/2023","Sunday","sausage","chicken","other vegetables","whole milk","whipped/sour cream","hard cheese","frozen meals","rolls/buns","cereals","coffee","nut snack","cake bar","cleaner","skin care","female sanitary products","house keeping products","","","","","","","","","","","","","","","",""
3207,11.5,"7/29/2023","Saturday","meat","other vegetables","whole milk","whipped/sour cream","rolls/buns","margarine","soda","shopping bags","","","","","","","","","","","","","","","","","","","","","","","",""
6313,1.2,"","Friday","whole milk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
886,3.4,"7/6/2023","Thursday","grapes","whole milk","processed cheese","rolls/buns","white bread","fruit/vegetable juice","","","","","","","","","","","","","","","","","","","","","","","","","",""
9393,5.9,"7/24/2023","Monday","tropical fruit","root vegetables","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1011,2.6,"5/22/2023","Monday","citrus fruit","berries","butter milk","yogurt","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
9800,1.3,"7/25/2023","Tuesday","pork","other vegetables","chewing gum","napkins","dishes","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8720,3.8,"6/12/2023","Monday","tropical fruit","hard cheese","domestic eggs","soda","misc. beverages","chewing gum","","","","","","","","","","","","","","","","","","","","","","","","","",""
706,2.2,"5/22/2023","Monday","rolls/buns","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2982,3,"6/29/2023","Thursday","frankfurter","other vegetables","mustard","soda","napkins","light bulbs","","","","","","","","","","","","","","","","","","","","","","","","","",""
8712,4.1,"","Wednesday","brown bread","pastry","long life bakery product","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
118,4.2,"7/1/2023","Saturday","hamburger meat","other vegetables","whole milk","frozen vegetables","domestic eggs","soda","dishes","","","","","","","","","","","","","","","","","","","","","","","","",""
1763,7.4,"7/6/2023","Thursday","whole milk","baking powder","bottled water","soda","cooking chocolate","candles","","","","","","","","","","","","","","","","","","","","","","","","","",""
7213,10.7,"7/30/2023","Sunday","sausage","root vegetables","other vegetables","whole milk","soda","candy","","","","","","","","","","","","","","","","","","","","","","","","","",""
3542,1.4,"7/22/2023","Saturday","bottled water","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1964,4.9,"6/18/2023","Sunday","sausage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8777,6.6,"5/24/2023","Wednesday","pork","other vegetables","whole milk","brown bread","pastry","sugar","","","","","","","","","","","","","","","","","","","","","","","","","",""
3664,2.2,"5/24/2023","Wednesday","rolls/buns","brown bread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8001,1.7,"5/30/2023","Tuesday","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
3191,9,"5/19/2023","Friday","frankfurter","sausage","pork","sliced cheese","pastry","margarine","newspapers","","","","","","","","","","","","","","","","","","","","","","","","",""
40,1.1,"7/30/2023","Sunday","citrus fruit","zwieback","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4449,14.8,"5/21/2023","Sunday","frankfurter","turkey","citrus fruit","whole milk","curd","frozen potato products","rolls/buns","white bread","pastry","semi-finished bread","pickled vegetables","sweet spreads","bottled water","soda","fruit/vegetable juice","bottled beer","white wine","prosecco","chocolate","candy","","","","","","","","","","","",""
8937,3.1,"7/5/2023","Wednesday","chocolate","candy","shopping bags","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7240,4.6,"6/30/2023","Friday","berries","yogurt","cat food","chocolate","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
6316,1.4,"7/22/2023","Saturday","chicken","hamburger meat","onions","frozen meals","domestic eggs","vinegar","Instant food products","baking powder","pudding powder","bottled water","skin care","hygiene articles","house keeping products","","","","","","","","","","","","","","","","","","",""
3748,7.4,"5/20/2023","Saturday","citrus fruit","frozen dessert","domestic eggs","rolls/buns","pastry","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2667,7.1,"7/16/2023","Sunday","sausage","rolls/buns","brandy","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
8537,6.3,"7/21/2023","Friday","whole milk","frozen meals","ice cream","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1870,1.7,"6/4/2023","Sunday","soda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
7798,2.7,"6/7/2023","Wednesday","whole milk","yogurt","domestic eggs","baking powder","newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","",""
4799,1.7,"6/6/2023","Tuesday","curd","soda","cake bar","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
